Target1,Target2,Mean
soc.religion.christian,talk.politics.mideast,0.020218721457970858
soc.religion.christian,talk.politics.misc,0.021614532006092826
soc.religion.christian,talk.religion.misc,0.0356040822229666
talk.politics.guns,alt.atheism,0.02294999751553526
talk.politics.guns,comp.graphics,0.013483063313306443
talk.politics.guns,comp.os.ms-windows.misc,0.01344781900711232
talk.politics.guns,comp.sys.ibm.pc.hardware,0.014396537442616686
talk.politics.guns,comp.sys.mac.hardware,0.014790984544485944
talk.politics.guns,comp.windows.x,0.01272233750493969
talk.politics.guns,misc.forsale,0.012789728619169894
talk.politics.guns,rec.autos,0.019218768044234537
talk.politics.guns,rec.motorcycles,0.01759541052945531
talk.politics.guns,rec.sport.baseball,0.017015652490243314
talk.politics.guns,rec.sport.hockey,0.01621400763297019
talk.politics.guns,sci.crypt,0.024524986612738303
talk.politics.guns,sci.electronics,0.01584431740295969
talk.politics.guns,sci.med,0.01744898564333613
talk.politics.guns,sci.space,0.017969541881952492
talk.politics.guns,soc.religion.christian,0.021293645496278435
talk.politics.guns,talk.politics.guns,0.05091825476636286
talk.politics.guns,talk.politics.mideast,0.022120884794020065
talk.politics.guns,talk.politics.misc,0.02683359381039699
talk.politics.guns,talk.religion.misc,0.023346823709645033
talk.politics.mideast,alt.atheism,0.021067423263180726
talk.politics.mideast,comp.graphics,0.011209117434033434
talk.politics.mideast,comp.os.ms-windows.misc,0.010709280538041035
talk.politics.mideast,comp.sys.ibm.pc.hardware,0.01153776717395195
talk.politics.mideast,comp.sys.mac.hardware,0.011953027951979826
talk.politics.mideast,comp.windows.x,0.010690322094254972
talk.politics.mideast,misc.forsale,0.010055295879641145
talk.politics.mideast,rec.autos,0.014623697733835072
talk.politics.mideast,rec.motorcycles,0.01368989510369638
talk.politics.mideast,rec.sport.baseball,0.014193789067897747
talk.politics.mideast,rec.sport.hockey,0.013599697937556481
talk.politics.mideast,sci.crypt,0.01850330657945598
talk.politics.mideast,sci.electronics,0.012289336285748208
talk.politics.mideast,sci.med,0.014859657529517685
talk.politics.mideast,sci.space,0.014926531362736232
talk.politics.mideast,soc.religion.christian,0.020218721457970854
talk.politics.mideast,talk.politics.guns,0.02212088479402007
talk.politics.mideast,talk.politics.mideast,0.054129216422457646
talk.politics.mideast,talk.politics.misc,0.022051404313991652
talk.politics.mideast,talk.religion.misc,0.020317812034275226
talk.politics.misc,alt.atheism,0.02305573780457833
talk.politics.misc,comp.graphics,0.013054206879690925
talk.politics.misc,comp.os.ms-windows.misc,0.012968326155007214
talk.politics.misc,comp.sys.ibm.pc.hardware,0.013699983776873901
talk.politics.misc,comp.sys.mac.hardware,0.01423342554932761
talk.politics.misc,comp.windows.x,0.01248708211902206
talk.politics.misc,misc.forsale,0.012700289570216409
talk.politics.misc,rec.autos,0.017888235950376967
talk.politics.misc,rec.motorcycles,0.01672115259457611
talk.politics.misc,rec.sport.baseball,0.016807736544605423
talk.politics.misc,rec.sport.hockey,0.016408872195343538
talk.politics.misc,sci.crypt,0.02348568029065243
talk.politics.misc,sci.electronics,0.014875774212050191
talk.politics.misc,sci.med,0.017732406424385023
talk.politics.misc,sci.space,0.018009255155226524
talk.politics.misc,soc.religion.christian,0.021614532006092823
talk.politics.misc,talk.politics.guns,0.02683359381039699
talk.politics.misc,talk.politics.mideast,0.02205140431399165
talk.politics.misc,talk.politics.misc,0.038273970005236746
talk.politics.misc,talk.religion.misc,0.021984137722041233
talk.religion.misc,alt.atheism,0.031239616339514904
talk.religion.misc,comp.graphics,0.01262107373720749
talk.religion.misc,comp.os.ms-windows.misc,0.011942410034273132
talk.religion.misc,comp.sys.ibm.pc.hardware,0.0128815509362987
talk.religion.misc,comp.sys.mac.hardware,0.013108664784293605
talk.religion.misc,comp.windows.x,0.011947552252787522
talk.religion.misc,misc.forsale,0.010795588944616278
talk.religion.misc,rec.autos,0.01575282800668894
talk.religion.misc,rec.motorcycles,0.014952179836207464
talk.religion.misc,rec.sport.baseball,0.01534225210214387
talk.religion.misc,rec.sport.hockey,0.01440896165966363
talk.religion.misc,sci.crypt,0.019292127890240037
talk.religion.misc,sci.electronics,0.013452999627664263
talk.religion.misc,sci.med,0.016255146230174173
talk.religion.misc,sci.space,0.015681477876083434
talk.religion.misc,soc.religion.christian,0.035604082222966606
talk.religion.misc,talk.politics.guns,0.023346823709645036
talk.religion.misc,talk.politics.mideast,0.020317812034275226
talk.religion.misc,talk.politics.misc,0.021984137722041233
talk.religion.misc,talk.religion.misc,0.03906405010727931
